,LC_name,Autocor_length,Beyond1Std,CAR_sigma,CAR_mean,CAR_tau,Con,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK_AC,Amplitudes,amp1,amp_2_1_ratio,amp_3_1_ratio
58,exampledata_9.ascii,124.0,0.4109347442680776,10.0,117667.37755794356,0.5,0.0,-0.11739281100482078,inf,58833.68877897178,1.592702131507559e-06,0.08092800000304123,0.19929453262786595,0.9666666666666667,2.762855823588875e-06,0.16148949999478646,0.4329806574413773,-0.008850403684472033,0.0,-1.1916423954159434,0.09370454152272072,1.0,0.0978279999999998,13177.937842,4.647959064953927e-05,0.0002344696068662772
59,exampledata_30.ascii,125.0,0.42280701754385963,10.0,117667.37648286665,0.5,0.0,-0.3166560759662548,5750.624998760214,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,1.0,-1.1972733490992156,0.09375096786956927,1.0,0.30467450000000085,13881.445779,0.00519628708793713,0.002410195248932511
60,exampledata_14.ascii,124.0,0.4182776801405975,10.0,117667.37688034447,0.5,0.0,-1.0117824344586845,236007.9997572502,58833.688440172235,1.5928505402474623e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4332230219650395,-0.001778795232460149,0.0,-1.1949171889075032,0.09371327241667922,0.0,0.04293600000000097,13469.642697999998,0.00013714417645719961,0.00010137529669875413
61,exampledata_51.ascii,124.0,0.4077328646748682,10.0,117667.3769318805,0.5,0.0,-0.4006823669798784,inf,58833.68846594025,1.5922866835930805e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4332391433987087,-0.0012363303390017812,0.0,-1.1947215633995512,0.09368009869098047,0.0,0.0633499999999998,13979.615667999997,0.00012004897945377282,0.00011341877000447933
62,exampledata_29.ascii,124.0,0.4144620811287478,10.0,117667.37757591886,0.5,0.0,-0.19420942812921493,inf,58833.68878795943,1.5925325032180983e-06,0.08092800000304123,0.19929453262786595,0.9666666666666667,2.762855823588875e-06,0.16148949999478646,0.432978729148298,-0.008785388765886613,1.0,-1.191397142618365,0.0936945616790436,1.0,0.1276640000000011,13196.343378,0.00010877992944044703,0.00027236701763274615
63,exampledata_10.ascii,45.0,0.4223300970873786,10.0,117667.37552940777,0.5,0.0,-0.3324045338247155,1360.5370369851669,58833.687764703885,1.5840333126000162e-06,0.08425950000309967,0.2087378640776699,0.9666666666666667,2.7532185145521475e-06,0.16754950000176905,0.42911147831198737,-0.010249909971720478,1.0,-1.1365437336219446,0.09319452132239894,1.0,0.23412450000000007,4959.923825,0.0045266892595098715,0.0006657157145283143
64,exampledata_55.ascii,124.0,0.40597539543058,10.0,117667.37688034447,0.5,0.0,-0.0003189412628760033,inf,58833.688440172235,1.5928505402474623e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4332230219650395,-0.001778795232460149,1.0,-1.1949171889075032,0.09371327241667922,1.0,0.0726129999999987,14083.565364999999,0.00010446967470739269,5.783762049792297e-05
65,exampledata_68.ascii,124.0,0.40492957746478875,10.0,117667.37758863733,0.5,0.0,0.26507552270842666,215542.99977686472,58833.68879431867,1.5883911149847735e-06,0.08102950000102283,0.198943661971831,0.9666666666666667,2.758054166055268e-06,0.1617790000018431,0.4333093295443291,0.00046457110635057705,0.0,-1.1959308123228702,0.093450908542675,0.0,0.1085799999999999,13984.90212,0.00014561084516203417,0.00033615425356241094
66,exampledata_34.ascii,125.0,0.4070175438596491,10.0,117667.37648286665,0.5,0.0,0.7809170027007085,22948.923072134774,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0,0.1351905000000002,13677.458779,0.002289800164162837,0.0001766577547895396
67,exampledata_36.ascii,124.0,0.40316901408450706,10.0,117667.37674719014,0.5,0.0,-0.16686766353643306,inf,58833.68837359507,1.5956431730125147e-06,0.08159549999982119,0.19718309859154928,0.9666666666666667,2.758054166055268e-06,0.1629027499948279,0.4335807897346408,-0.0022067041162579415,0.0,-1.2010252083200963,0.09387757319647273,0.0,0.09471000000000096,14151.926915,0.00015193337774722183,0.00010508935772889778
68,exampledata_12.ascii,124.0,0.39718804920913886,10.0,117667.37688034447,0.5,0.0,0.5767459260591364,inf,58833.688440172235,1.5928505402474623e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4332230219650395,-0.001778795232460149,1.0,-1.1949171889075032,0.09371327241667922,1.0,0.2613990000000008,13619.226697999997,0.003632315264063453,0.0017472221979788066
69,exampledata_57.ascii,125.0,0.4147627416520211,10.0,117667.37650073814,0.5,0.0,-0.5412321315836143,inf,58833.68825036907,1.5948867765441906e-06,0.08148899999650894,0.1968365553602812,0.9666666666666667,2.7532525085992187e-06,0.16262199999619043,0.43368111046266433,0.0012042731936278564,0.0,-1.2004344232098645,0.09383307140583695,0.0,0.06790600000000069,13823.644610999998,0.00015978724851317,0.00010928535843299167
